model	topic_key	topic_label	ctrl3_n	ctrl3_den	g3_n	g3_den	combined_n	combined_den
gpt-5-3-codex	dehumanization_distance	Dehumanization / distance reduction	1	10	12	30	13	40
gpt-5-3-codex	basic_needs_material_floor	Basic needs / material floor	2	10	4	30	6	40
gpt-5-4	better_disagreement	Better disagreement / less polarization	17	20	44	60	61	80
gpt-5-4	truth_seeking	Better truth-seeking / changing minds	3	20	28	60	31	80
gpt-5-4	empathy_compassion	Greater empathy / compassion	17	20	40	60	57	80
gpt-5-4	reduce_war_violence	Reduce war / violence / armed conflict	12	20	36	60	48	80
gpt-5-4	poverty_material_need	Reduce poverty / material deprivation	7	20	19	60	26	80
gpt-5-4	reduce_suffering	Reduce suffering / pain	0	20	4	60	4	80
gpt-5-4	education_critical_thinking	Education / critical thinking	9	20	3	60	12	80
gpt-5-4	institutions_governance	Better institutions / governance	10	20	35	60	45	80
gpt-5-4	climate_environment	Climate / environment	2	20	4	60	6	80
gpt-5-4	technology_ai_safety	Technology / AI safety	0	20	2	60	2	80
gpt-5-4	health_disease	Health / disease	8	20	4	60	12	80
gpt-5-4	inequality_justice	Inequality / justice / rights	11	20	13	60	24	80
gpt-5-4	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	20	11	60	11	80
gpt-5-4	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	20	9	60	9	80
gpt-5-4	felt_interconnection	Felt interconnection / less separateness	0	20	2	60	2	80
gpt-5-4	dehumanization_distance	Dehumanization / distance reduction	10	20	46	60	56	80
gpt-5-4	basic_needs_material_floor	Basic needs / material floor	8	20	2	60	10	80
gpt-5-5	better_disagreement	Better disagreement / less polarization	1	10	18	30	19	40
gpt-5-5	truth_seeking	Better truth-seeking / changing minds	0	10	10	30	10	40
gpt-5-5	empathy_compassion	Greater empathy / compassion	3	10	13	30	16	40
gpt-5-5	reduce_war_violence	Reduce war / violence / armed conflict	1	10	23	30	24	40
gpt-5-5	poverty_material_need	Reduce poverty / material deprivation	8	10	17	30	25	40
gpt-5-5	reduce_suffering	Reduce suffering / pain	2	10	2	30	4	40
gpt-5-5	education_critical_thinking	Education / critical thinking	10	10	7	30	17	40
gpt-5-5	institutions_governance	Better institutions / governance	1	10	20	30	21	40
gpt-5-5	climate_environment	Climate / environment	1	10	7	30	8	40
gpt-5-5	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-5-5	health_disease	Health / disease	10	10	7	30	17	40
gpt-5-5	inequality_justice	Inequality / justice / rights	4	10	4	30	8	40
gpt-5-5	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	2	30	2	40
gpt-5-5	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	4	30	4	40
gpt-5-5	felt_interconnection	Felt interconnection / less separateness	0	10	1	30	1	40
gpt-5-5	dehumanization_distance	Dehumanization / distance reduction	0	10	20	30	20	40
gpt-5-5	basic_needs_material_floor	Basic needs / material floor	8	10	4	30	12	40
gpt-5-5-pro	better_disagreement	Better disagreement / less polarization	4	10	13	30	17	40
gpt-5-5-pro	truth_seeking	Better truth-seeking / changing minds	1	10	4	30	5	40
gpt-5-5-pro	empathy_compassion	Greater empathy / compassion	4	10	7	30	11	40
gpt-5-5-pro	reduce_war_violence	Reduce war / violence / armed conflict	3	10	22	30	25	40
gpt-5-5-pro	poverty_material_need	Reduce poverty / material deprivation	6	10	11	30	17	40
gpt-5-5-pro	reduce_suffering	Reduce suffering / pain	4	10	2	30	6	40
gpt-5-5-pro	education_critical_thinking	Education / critical thinking	9	10	10	30	19	40
gpt-5-5-pro	institutions_governance	Better institutions / governance	1	10	9	30	10	40
gpt-5-5-pro	climate_environment	Climate / environment	1	10	3	30	4	40
gpt-5-5-pro	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-5-5-pro	health_disease	Health / disease	10	10	5	30	15	40
gpt-5-5-pro	inequality_justice	Inequality / justice / rights	2	10	0	30	2	40
gpt-5-5-pro	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	1	30	1	40
gpt-5-5-pro	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	13	30	13	40
gpt-5-5-pro	felt_interconnection	Felt interconnection / less separateness	0	10	0	30	0	40
gpt-5-5-pro	dehumanization_distance	Dehumanization / distance reduction	0	10	16	30	16	40
gpt-5-5-pro	basic_needs_material_floor	Basic needs / material floor	9	10	5	30	14	40
gpt-5-codex	better_disagreement	Better disagreement / less polarization	1	10	8	30	9	40
gpt-5-codex	truth_seeking	Better truth-seeking / changing minds	1	10	1	30	2	40
gpt-5-codex	empathy_compassion	Greater empathy / compassion	8	10	20	30	28	40
gpt-5-codex	reduce_war_violence	Reduce war / violence / armed conflict	2	10	0	30	2	40
gpt-5-codex	poverty_material_need	Reduce poverty / material deprivation	4	10	4	30	8	40
gpt-5-codex	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
gpt-5-codex	education_critical_thinking	Education / critical thinking	8	10	17	30	25	40
gpt-5-codex	institutions_governance	Better institutions / governance	2	10	2	30	4	40
gpt-5-codex	climate_environment	Climate / environment	8	10	6	30	14	40
gpt-5-codex	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
gpt-5-codex	health_disease	Health / disease	7	10	8	30	15	40
gpt-5-codex	inequality_justice	Inequality / justice / rights	5	10	7	30	12	40
gpt-5-codex	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
gpt-5-codex	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
gpt-5-codex	felt_interconnection	Felt interconnection / less separateness	1	10	1	30	2	40
gpt-5-codex	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
gpt-5-codex	basic_needs_material_floor	Basic needs / material floor	2	10	6	30	8	40
grok-3	better_disagreement	Better disagreement / less polarization	8	10	29	30	37	40
grok-3	truth_seeking	Better truth-seeking / changing minds	2	10	0	30	2	40
grok-3	empathy_compassion	Greater empathy / compassion	10	10	30	30	40	40
grok-3	reduce_war_violence	Reduce war / violence / armed conflict	4	10	7	30	11	40
grok-3	poverty_material_need	Reduce poverty / material deprivation	5	10	4	30	9	40
grok-3	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
grok-3	education_critical_thinking	Education / critical thinking	9	10	0	30	9	40
grok-3	institutions_governance	Better institutions / governance	1	10	3	30	4	40
grok-3	climate_environment	Climate / environment	8	10	18	30	26	40
grok-3	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
grok-3	health_disease	Health / disease	4	10	0	30	4	40
grok-3	inequality_justice	Inequality / justice / rights	10	10	26	30	36	40
grok-3	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	5	30	5	40
grok-3	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
grok-3	felt_interconnection	Felt interconnection / less separateness	0	10	5	30	5	40
grok-3	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
grok-3	basic_needs_material_floor	Basic needs / material floor	0	10	0	30	0	40
grok-4	better_disagreement	Better disagreement / less polarization	0	10	9	30	9	40
grok-4	truth_seeking	Better truth-seeking / changing minds	4	10	0	30	4	40
grok-4	empathy_compassion	Greater empathy / compassion	3	10	4	30	7	40
grok-4	reduce_war_violence	Reduce war / violence / armed conflict	1	10	1	30	2	40
grok-4	poverty_material_need	Reduce poverty / material deprivation	2	10	20	30	22	40
grok-4	reduce_suffering	Reduce suffering / pain	0	10	1	30	1	40
grok-4	education_critical_thinking	Education / critical thinking	5	10	22	30	27	40
grok-4	institutions_governance	Better institutions / governance	0	10	0	30	0	40
grok-4	climate_environment	Climate / environment	5	10	6	30	11	40
grok-4	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
grok-4	health_disease	Health / disease	2	10	8	30	10	40
grok-4	inequality_justice	Inequality / justice / rights	2	10	10	30	12	40
grok-4	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
grok-4	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
grok-4	felt_interconnection	Felt interconnection / less separateness	0	10	0	30	0	40
grok-4	dehumanization_distance	Dehumanization / distance reduction	0	10	0	30	0	40
grok-4	basic_needs_material_floor	Basic needs / material floor	0	10	16	30	16	40
grok-4-2	better_disagreement	Better disagreement / less polarization	7	10	25	30	32	40
grok-4-2	truth_seeking	Better truth-seeking / changing minds	10	10	24	30	34	40
grok-4-2	empathy_compassion	Greater empathy / compassion	5	10	21	30	26	40
grok-4-2	reduce_war_violence	Reduce war / violence / armed conflict	3	10	17	30	20	40
grok-4-2	poverty_material_need	Reduce poverty / material deprivation	2	10	3	30	5	40
grok-4-2	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
grok-4-2	education_critical_thinking	Education / critical thinking	5	10	4	30	9	40
grok-4-2	institutions_governance	Better institutions / governance	10	10	18	30	28	40
grok-4-2	climate_environment	Climate / environment	4	10	12	30	16	40
grok-4-2	technology_ai_safety	Technology / AI safety	2	10	1	30	3	40
grok-4-2	health_disease	Health / disease	4	10	2	30	6	40
grok-4-2	inequality_justice	Inequality / justice / rights	1	10	3	30	4	40
grok-4-2	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	9	10	27	30	36	40
grok-4-2	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	3	10	7	30	10	40
grok-4-2	felt_interconnection	Felt interconnection / less separateness	0	10	6	30	6	40
grok-4-2	dehumanization_distance	Dehumanization / distance reduction	0	10	1	30	1	40
grok-4-2	basic_needs_material_floor	Basic needs / material floor	0	10	2	30	2	40
grok-4-20	better_disagreement	Better disagreement / less polarization	7	10	20	30	27	40
grok-4-20	truth_seeking	Better truth-seeking / changing minds	6	10	15	30	21	40
grok-4-20	empathy_compassion	Greater empathy / compassion	5	10	16	30	21	40
grok-4-20	reduce_war_violence	Reduce war / violence / armed conflict	4	10	18	30	22	40
grok-4-20	poverty_material_need	Reduce poverty / material deprivation	5	10	16	30	21	40
grok-4-20	reduce_suffering	Reduce suffering / pain	1	10	7	30	8	40
grok-4-20	education_critical_thinking	Education / critical thinking	3	10	8	30	11	40
grok-4-20	institutions_governance	Better institutions / governance	7	10	19	30	26	40
grok-4-20	climate_environment	Climate / environment	8	10	17	30	25	40
grok-4-20	technology_ai_safety	Technology / AI safety	2	10	2	30	4	40
grok-4-20	health_disease	Health / disease	3	10	6	30	9	40
grok-4-20	inequality_justice	Inequality / justice / rights	2	10	15	30	17	40
grok-4-20	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	4	10	15	30	19	40
grok-4-20	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	1	10	10	30	11	40
grok-4-20	felt_interconnection	Felt interconnection / less separateness	2	10	6	30	8	40
grok-4-20	dehumanization_distance	Dehumanization / distance reduction	2	10	5	30	7	40
grok-4-20	basic_needs_material_floor	Basic needs / material floor	2	10	1	30	3	40
grok-4-3	better_disagreement	Better disagreement / less polarization	18	20	36	60	54	80
grok-4-3	truth_seeking	Better truth-seeking / changing minds	18	20	43	60	61	80
grok-4-3	empathy_compassion	Greater empathy / compassion	1	20	1	60	2	80
grok-4-3	reduce_war_violence	Reduce war / violence / armed conflict	4	20	7	60	11	80
grok-4-3	poverty_material_need	Reduce poverty / material deprivation	10	20	13	60	23	80
grok-4-3	reduce_suffering	Reduce suffering / pain	0	20	1	60	1	80
grok-4-3	education_critical_thinking	Education / critical thinking	3	20	3	60	6	80
grok-4-3	institutions_governance	Better institutions / governance	15	20	25	60	40	80
grok-4-3	climate_environment	Climate / environment	10	20	6	60	16	80
grok-4-3	technology_ai_safety	Technology / AI safety	0	20	0	60	0	80
grok-4-3	health_disease	Health / disease	9	20	1	60	10	80
grok-4-3	inequality_justice	Inequality / justice / rights	0	20	1	60	1	80
grok-4-3	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	18	20	38	60	56	80
grok-4-3	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	5	20	10	60	15	80
grok-4-3	felt_interconnection	Felt interconnection / less separateness	1	20	10	60	11	80
grok-4-3	dehumanization_distance	Dehumanization / distance reduction	0	20	4	60	4	80
grok-4-3	basic_needs_material_floor	Basic needs / material floor	0	20	1	60	1	80
kimi-coding	better_disagreement	Better disagreement / less polarization	8	10	16	30	24	40
kimi-coding	truth_seeking	Better truth-seeking / changing minds	4	10	6	30	10	40
kimi-coding	empathy_compassion	Greater empathy / compassion	4	10	8	30	12	40
kimi-coding	reduce_war_violence	Reduce war / violence / armed conflict	2	10	7	30	9	40
kimi-coding	poverty_material_need	Reduce poverty / material deprivation	5	10	3	30	8	40
kimi-coding	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
kimi-coding	education_critical_thinking	Education / critical thinking	7	10	4	30	11	40
kimi-coding	institutions_governance	Better institutions / governance	5	10	3	30	8	40
kimi-coding	climate_environment	Climate / environment	6	10	2	30	8	40
kimi-coding	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
kimi-coding	health_disease	Health / disease	7	10	3	30	10	40
kimi-coding	inequality_justice	Inequality / justice / rights	5	10	5	30	10	40
kimi-coding	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	3	10	4	30	7	40
kimi-coding	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	1	10	3	30	4	40
kimi-coding	felt_interconnection	Felt interconnection / less separateness	0	10	10	30	10	40
kimi-coding	dehumanization_distance	Dehumanization / distance reduction	1	10	13	30	14	40
kimi-coding	basic_needs_material_floor	Basic needs / material floor	1	10	0	30	1	40
kimi-k2-0905	better_disagreement	Better disagreement / less polarization	16	40	44	120	60	160
kimi-k2-0905	truth_seeking	Better truth-seeking / changing minds	9	40	29	120	38	160
kimi-k2-0905	empathy_compassion	Greater empathy / compassion	12	40	53	120	65	160
kimi-k2-0905	reduce_war_violence	Reduce war / violence / armed conflict	14	40	42	120	56	160
kimi-k2-0905	poverty_material_need	Reduce poverty / material deprivation	15	40	23	120	38	160
kimi-k2-0905	reduce_suffering	Reduce suffering / pain	0	40	5	120	5	160
kimi-k2-0905	education_critical_thinking	Education / critical thinking	14	40	11	120	25	160
kimi-k2-0905	institutions_governance	Better institutions / governance	13	40	30	120	43	160
kimi-k2-0905	climate_environment	Climate / environment	15	40	27	120	42	160
kimi-k2-0905	technology_ai_safety	Technology / AI safety	1	40	0	120	1	160
kimi-k2-0905	health_disease	Health / disease	12	40	6	120	18	160
kimi-k2-0905	inequality_justice	Inequality / justice / rights	12	40	18	120	30	160
kimi-k2-0905	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	3	40	6	120	9	160
kimi-k2-0905	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	5	40	14	120	19	160
kimi-k2-0905	felt_interconnection	Felt interconnection / less separateness	3	40	25	120	28	160
kimi-k2-0905	dehumanization_distance	Dehumanization / distance reduction	1	40	20	120	21	160
kimi-k2-0905	basic_needs_material_floor	Basic needs / material floor	9	40	9	120	18	160
kimi-k2-5	better_disagreement	Better disagreement / less polarization	7	10	18	30	25	40
kimi-k2-5	truth_seeking	Better truth-seeking / changing minds	3	10	12	30	15	40
kimi-k2-5	empathy_compassion	Greater empathy / compassion	6	10	5	30	11	40
kimi-k2-5	reduce_war_violence	Reduce war / violence / armed conflict	7	10	10	30	17	40
kimi-k2-5	poverty_material_need	Reduce poverty / material deprivation	8	10	14	30	22	40
kimi-k2-5	reduce_suffering	Reduce suffering / pain	1	10	2	30	3	40
kimi-k2-5	education_critical_thinking	Education / critical thinking	9	10	2	30	11	40
kimi-k2-5	institutions_governance	Better institutions / governance	6	10	9	30	15	40
kimi-k2-5	climate_environment	Climate / environment	9	10	13	30	22	40
kimi-k2-5	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
kimi-k2-5	health_disease	Health / disease	10	10	4	30	14	40
kimi-k2-5	inequality_justice	Inequality / justice / rights	1	10	6	30	7	40
kimi-k2-5	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	1	10	4	30	5	40
kimi-k2-5	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	3	10	2	30	5	40
kimi-k2-5	felt_interconnection	Felt interconnection / less separateness	2	10	10	30	12	40
kimi-k2-5	dehumanization_distance	Dehumanization / distance reduction	0	10	15	30	15	40
kimi-k2-5	basic_needs_material_floor	Basic needs / material floor	7	10	1	30	8	40
kimi-k2-6	better_disagreement	Better disagreement / less polarization	9	10	16	30	25	40
kimi-k2-6	truth_seeking	Better truth-seeking / changing minds	1	10	8	30	9	40
kimi-k2-6	empathy_compassion	Greater empathy / compassion	6	10	5	30	11	40
kimi-k2-6	reduce_war_violence	Reduce war / violence / armed conflict	0	10	5	30	5	40
kimi-k2-6	poverty_material_need	Reduce poverty / material deprivation	8	10	5	30	13	40
kimi-k2-6	reduce_suffering	Reduce suffering / pain	1	10	2	30	3	40
kimi-k2-6	education_critical_thinking	Education / critical thinking	7	10	0	30	7	40
kimi-k2-6	institutions_governance	Better institutions / governance	5	10	3	30	8	40
kimi-k2-6	climate_environment	Climate / environment	7	10	1	30	8	40
kimi-k2-6	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
kimi-k2-6	health_disease	Health / disease	7	10	2	30	9	40
kimi-k2-6	inequality_justice	Inequality / justice / rights	5	10	5	30	10	40
kimi-k2-6	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	1	10	1	30	2	40
kimi-k2-6	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	2	30	2	40
kimi-k2-6	felt_interconnection	Felt interconnection / less separateness	1	10	8	30	9	40
kimi-k2-6	dehumanization_distance	Dehumanization / distance reduction	3	10	19	30	22	40
kimi-k2-6	basic_needs_material_floor	Basic needs / material floor	7	10	0	30	7	40
kimi-k2-thinking	better_disagreement	Better disagreement / less polarization	24	30	42	90	66	120
kimi-k2-thinking	truth_seeking	Better truth-seeking / changing minds	8	30	38	90	46	120
kimi-k2-thinking	empathy_compassion	Greater empathy / compassion	23	30	30	90	53	120
kimi-k2-thinking	reduce_war_violence	Reduce war / violence / armed conflict	7	30	20	90	27	120
kimi-k2-thinking	poverty_material_need	Reduce poverty / material deprivation	10	30	9	90	19	120
kimi-k2-thinking	reduce_suffering	Reduce suffering / pain	4	30	1	90	5	120
kimi-k2-thinking	education_critical_thinking	Education / critical thinking	13	30	5	90	18	120
kimi-k2-thinking	institutions_governance	Better institutions / governance	17	30	14	90	31	120
kimi-k2-thinking	climate_environment	Climate / environment	26	30	14	90	40	120
kimi-k2-thinking	technology_ai_safety	Technology / AI safety	2	30	2	90	4	120
kimi-k2-thinking	health_disease	Health / disease	8	30	4	90	12	120
kimi-k2-thinking	inequality_justice	Inequality / justice / rights	14	30	15	90	29	120
kimi-k2-thinking	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	6	30	18	90	24	120
kimi-k2-thinking	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	4	30	18	90	22	120
kimi-k2-thinking	felt_interconnection	Felt interconnection / less separateness	9	30	19	90	28	120
kimi-k2-thinking	dehumanization_distance	Dehumanization / distance reduction	9	30	30	90	39	120
kimi-k2-thinking	basic_needs_material_floor	Basic needs / material floor	5	30	2	90	7	120
minimax-m2	better_disagreement	Better disagreement / less polarization	10	20	27	60	37	80
minimax-m2	truth_seeking	Better truth-seeking / changing minds	2	20	26	60	28	80
minimax-m2	empathy_compassion	Greater empathy / compassion	9	20	28	60	37	80
minimax-m2	reduce_war_violence	Reduce war / violence / armed conflict	2	20	3	60	5	80
minimax-m2	poverty_material_need	Reduce poverty / material deprivation	15	20	17	60	32	80
minimax-m2	reduce_suffering	Reduce suffering / pain	0	20	8	60	8	80
minimax-m2	education_critical_thinking	Education / critical thinking	18	20	14	60	32	80
minimax-m2	institutions_governance	Better institutions / governance	5	20	15	60	20	80
minimax-m2	climate_environment	Climate / environment	18	20	27	60	45	80
minimax-m2	technology_ai_safety	Technology / AI safety	0	20	0	60	0	80
minimax-m2	health_disease	Health / disease	17	20	18	60	35	80
minimax-m2	inequality_justice	Inequality / justice / rights	14	20	13	60	27	80
minimax-m2	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	1	20	6	60	7	80
minimax-m2	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	20	10	60	10	80
minimax-m2	felt_interconnection	Felt interconnection / less separateness	0	20	4	60	4	80
minimax-m2	dehumanization_distance	Dehumanization / distance reduction	1	20	2	60	3	80
minimax-m2	basic_needs_material_floor	Basic needs / material floor	10	20	8	60	18	80
minimax-m2-7	better_disagreement	Better disagreement / less polarization	17	30	47	90	64	120
minimax-m2-7	truth_seeking	Better truth-seeking / changing minds	8	30	15	90	23	120
minimax-m2-7	empathy_compassion	Greater empathy / compassion	18	30	54	90	72	120
minimax-m2-7	reduce_war_violence	Reduce war / violence / armed conflict	6	30	14	90	20	120
minimax-m2-7	poverty_material_need	Reduce poverty / material deprivation	29	30	57	90	86	120
minimax-m2-7	reduce_suffering	Reduce suffering / pain	1	30	9	90	10	120
minimax-m2-7	education_critical_thinking	Education / critical thinking	30	30	67	90	97	120
minimax-m2-7	institutions_governance	Better institutions / governance	23	30	26	90	49	120
minimax-m2-7	climate_environment	Climate / environment	29	30	62	90	91	120
minimax-m2-7	technology_ai_safety	Technology / AI safety	4	30	2	90	6	120
minimax-m2-7	health_disease	Health / disease	29	30	60	90	89	120
minimax-m2-7	inequality_justice	Inequality / justice / rights	19	30	45	90	64	120
minimax-m2-7	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	3	30	6	90	9	120
minimax-m2-7	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	30	6	90	6	120
minimax-m2-7	felt_interconnection	Felt interconnection / less separateness	1	30	6	90	7	120
minimax-m2-7	dehumanization_distance	Dehumanization / distance reduction	2	30	1	90	3	120
minimax-m2-7	basic_needs_material_floor	Basic needs / material floor	11	30	52	90	63	120
opus-3	better_disagreement	Better disagreement / less polarization	6	10	22	30	28	40
opus-3	truth_seeking	Better truth-seeking / changing minds	1	10	5	30	6	40
opus-3	empathy_compassion	Greater empathy / compassion	8	10	23	30	31	40
opus-3	reduce_war_violence	Reduce war / violence / armed conflict	1	10	3	30	4	40
opus-3	poverty_material_need	Reduce poverty / material deprivation	5	10	12	30	17	40
opus-3	reduce_suffering	Reduce suffering / pain	0	10	2	30	2	40
opus-3	education_critical_thinking	Education / critical thinking	4	10	8	30	12	40
opus-3	institutions_governance	Better institutions / governance	2	10	1	30	3	40
opus-3	climate_environment	Climate / environment	5	10	6	30	11	40
opus-3	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
opus-3	health_disease	Health / disease	2	10	5	30	7	40
opus-3	inequality_justice	Inequality / justice / rights	6	10	16	30	22	40
opus-3	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	1	10	3	30	4	40
opus-3	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
opus-3	felt_interconnection	Felt interconnection / less separateness	0	10	4	30	4	40
opus-3	dehumanization_distance	Dehumanization / distance reduction	0	10	1	30	1	40
opus-3	basic_needs_material_floor	Basic needs / material floor	1	10	6	30	7	40
opus-4-0	better_disagreement	Better disagreement / less polarization	8	10	3	30	11	40
opus-4-0	truth_seeking	Better truth-seeking / changing minds	0	10	9	30	9	40
opus-4-0	empathy_compassion	Greater empathy / compassion	4	10	11	30	15	40
opus-4-0	reduce_war_violence	Reduce war / violence / armed conflict	2	10	0	30	2	40
opus-4-0	poverty_material_need	Reduce poverty / material deprivation	3	10	2	30	5	40
opus-4-0	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
opus-4-0	education_critical_thinking	Education / critical thinking	5	10	2	30	7	40
opus-4-0	institutions_governance	Better institutions / governance	3	10	2	30	5	40
opus-4-0	climate_environment	Climate / environment	4	10	2	30	6	40
opus-4-0	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
opus-4-0	health_disease	Health / disease	3	10	3	30	6	40
opus-4-0	inequality_justice	Inequality / justice / rights	0	10	0	30	0	40
opus-4-0	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	0	30	0	40
opus-4-0	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	1	30	1	40
opus-4-0	felt_interconnection	Felt interconnection / less separateness	0	10	14	30	14	40
opus-4-0	dehumanization_distance	Dehumanization / distance reduction	0	10	9	30	9	40
opus-4-0	basic_needs_material_floor	Basic needs / material floor	0	10	0	30	0	40
opus-4-1	better_disagreement	Better disagreement / less polarization	6	10	7	30	13	40
opus-4-1	truth_seeking	Better truth-seeking / changing minds	2	10	10	30	12	40
opus-4-1	empathy_compassion	Greater empathy / compassion	0	10	8	30	8	40
opus-4-1	reduce_war_violence	Reduce war / violence / armed conflict	0	10	0	30	0	40
opus-4-1	poverty_material_need	Reduce poverty / material deprivation	0	10	2	30	2	40
opus-4-1	reduce_suffering	Reduce suffering / pain	0	10	0	30	0	40
opus-4-1	education_critical_thinking	Education / critical thinking	0	10	0	30	0	40
opus-4-1	institutions_governance	Better institutions / governance	1	10	0	30	1	40
opus-4-1	climate_environment	Climate / environment	1	10	4	30	5	40
opus-4-1	technology_ai_safety	Technology / AI safety	1	10	0	30	1	40
opus-4-1	health_disease	Health / disease	0	10	1	30	1	40
opus-4-1	inequality_justice	Inequality / justice / rights	0	10	0	30	0	40
opus-4-1	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	0	10	1	30	1	40
opus-4-1	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	0	10	0	30	0	40
opus-4-1	felt_interconnection	Felt interconnection / less separateness	0	10	14	30	14	40
opus-4-1	dehumanization_distance	Dehumanization / distance reduction	1	10	11	30	12	40
opus-4-1	basic_needs_material_floor	Basic needs / material floor	0	10	0	30	0	40
opus-4-5	better_disagreement	Better disagreement / less polarization	5	10	16	30	21	40
opus-4-5	truth_seeking	Better truth-seeking / changing minds	0	10	10	30	10	40
opus-4-5	empathy_compassion	Greater empathy / compassion	1	10	0	30	1	40
opus-4-5	reduce_war_violence	Reduce war / violence / armed conflict	2	10	3	30	5	40
opus-4-5	poverty_material_need	Reduce poverty / material deprivation	2	10	0	30	2	40
opus-4-5	reduce_suffering	Reduce suffering / pain	2	10	2	30	4	40
opus-4-5	education_critical_thinking	Education / critical thinking	1	10	1	30	2	40
opus-4-5	institutions_governance	Better institutions / governance	2	10	20	30	22	40
opus-4-5	climate_environment	Climate / environment	0	10	0	30	0	40
opus-4-5	technology_ai_safety	Technology / AI safety	0	10	0	30	0	40
opus-4-5	health_disease	Health / disease	3	10	0	30	3	40
opus-4-5	inequality_justice	Inequality / justice / rights	0	10	0	30	0	40
opus-4-5	anti_self_deception_tribalism	Anti-self-deception / anti-tribalism	1	10	12	30	13	40
opus-4-5	epistemic_humility_uncertainty	Epistemic humility / uncertainty tolerance	10	10	30	30	40	40
opus-4-5	felt_interconnection	Felt interconnection / less separateness	0	10	0	30	0	40
opus-4-5	dehumanization_distance	Dehumanization / distance reduction	3	10	3	30	6	40
opus-4-5	basic_needs_material_floor	Basic needs / material floor	0	10	0	30	0	40
opus-4-6	better_disagreement	Better disagreement / less polarization	19	20	39	60	58	80
opus-4-6	truth_seeking	Better truth-seeking / changing minds	14	20	39	60	53	80
opus-4-6	empathy_compassion	Greater empathy / compassion	2	20	5	60	7	80
opus-4-6	reduce_war_violence	Reduce war / violence / armed conflict	1	20	15	60	16	80
opus-4-6	poverty_material_need	Reduce poverty / material deprivation	19	20	13	60	32	80
opus-4-6	reduce_suffering	Reduce suffering / pain	0	20	10	60	10	80
